Source_Name_4FGL,GLON_4FGL,GLAT_4FGL,Pivot_Energy,Flux1000,PL_Index,Unc_LP_Index,LP_Beta,LP_Sigcurv,hr12,hr23,Unc_PLEC_Expfactor,Unc_PLEC_Index,hr34,hr45,hr56,hr67,Variability_Index,Spectrum_Type,Unc_LP_beta,PLEC_Expfactor,ASSOC_FGL,ASSOC_FHL,CLASS1,ASSOC1,ASSOC_PROB_BAY,ASSOC_PROB_LR,FLAGS,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,BDT_Predict,NN_Predict,LR_Predict,RF_Predict,Category_Prob
4FGL J1858.5-4446,351.9356,-19.924486,856.90686,-22.2491302,2.542934,0.21790586,0.21227042,1.8596795,0.999933,-0.56178844,0.004155958,0.6666667,-0.674232,-0.75326306,-0.99975437,-0.99999833,1.62827254,PowerLaw,0.14736375,0.36766562,,,,,0,0,0,0.999950261,4.97e-05,0.979977189,0.020022811,0.960560899,0.039439101,0.967746399,0.032253601,0,0,0,0,AGN
4FGL J1858.9+3636,67.01319,14.394771,986.54443,-22.0400404,2.483048,0.29843718,0.62586373,3.4502885,0.6698154,-0.2684679,0.010090903,0.6666667,-0.617192,-0.7558898,-0.9997896,-0.99998885,1.34056286,LogParabola,0.31297562,0.8213205,,,,,0,0,1,0.980559985,0.019440015,0.493214072,0.506785928,0.445880129,0.554119871,0.892099993,0.107900007,0,0.607,0.884,0,MIXED
4FGL J1859.2-0706,27.466608,-4.955482,1608.2567,-21.3355553,2.4644678,0.20865387,0.32902947,2.71851,0.6048527,-0.5964881,0.006635339,0.6666667,-0.6504047,-0.7116429,-0.63549083,-0.9997021,0.753798505,PowerLaw,0.18399306,0.69241136,,,,,0,0,17,0.983337606,0.016662394,0.687504963,0.312495037,0.54033259,0.45966741,0.909302778,0.090697222,0,0.227,0.354,0,AGN
4FGL J1859.3+0058,34.7043,-1.3086741,3435.3599,-20.0014489,2.4061458,0.15959506,0.1681664,2.5456967,-0.42559132,0.9969387,0.001977424,0.6666667,-0.6412368,-0.6805083,-0.81119096,-0.75997704,2.31979699,PowerLaw,0.08552775,0.32043785,3FGL J1859.6+0102,,,,0,0,256,0.804860419,0.195139581,0.941739445,0.058260555,0.858971187,0.141028813,0.723248235,0.276751765,0,0.003,0,0,AGN
4FGL J1859.8+1545,47.949753,5.2947764,1594.1761,-21.7924368,2.4551075,0.12979189,-0.073379345,1.1813257,-0.58071476,-0.30336994,0.001134243,0.6666667,-0.9071701,-0.5442267,-0.33236116,-0.27817643,2.10772895,PowerLaw,0.04597039,0.14932764,,,,,0,0,0,0.999649362,0.000351,0.973384975,0.026615025,0.997952969,0.002047031,0.991274055,0.008725945,0,0,0,0,AGN
4FGL J1900.4-4941,347.03696,-21.741291,1253.29,-21.8069763,2.345109,0.21889718,0.34345365,3.028355,0.9995384,-0.44118488,0.005856129,0.6666667,-0.539452,-0.6533969,-0.9997867,-0.97515726,2.40099234,LogParabola,0.16385469,0.60566103,,,,,0,0,0,0.9996572,0.000343,0.967412932,0.032587068,0.970164411,0.029835589,0.96231052,0.03768948,0,0,0,0,AGN
4FGL J1900.4+0339,37.22491,-0.34116748,1915.9996,-19.2999126,2.4842684,0.13201612,0.3279628,6.3389378,0.98824936,-0.45879677,0.00320721,0.6666667,-0.62930506,-0.7910553,-0.8596775,-0.9994623,2.62689751,LogParabola,0.0907184,0.34133595,3FGL J1900.8+0337,,,,0,0,4,0.001492669,0.998507331,0.453252704,0.546747296,0.168537397,0.831462603,0.257754591,0.742245409,1,0.648,1,1,PSR
4FGL J1900.7+0426,37.94744,-0.046061184,1469.5343,-19.3047655,2.5239875,0.17066881,0.42702687,7.0384264,0.21705253,0.97219545,0.004081352,0.6666667,-0.676148,-0.8157932,-0.96609586,-0.9997989,2.11729864,LogParabola,0.09343472,0.39489186,2FGL J1901.1+0427,,,,0,0,17,0.004999495,0.995000505,0.346541153,0.653458847,0.039806605,0.960193395,0.167587474,0.832412526,1,0.784,1,1,PSR
4FGL J1900.9+0538,39.02515,0.47065985,1431.7819,-19.9313193,2.6032255,0.22144462,0.41252828,5.350678,-0.61160976,-0.2541809,0.007394124,0.6666667,-0.7908892,-0.7992869,-0.9427768,-0.99929,1.5790128,LogParabola,0.12474545,0.49955887,,,,,0,0,16,0.152232136,0.847767864,0.440536425,0.559463575,0.23743676,0.76256324,0.373690347,0.626309653,1,0.684,1,0.983,PSR
4FGL J1901.1+0730,40.71852,1.2641132,2021.0857,-19.9776786,2.4063096,0.16100486,0.28048715,4.5462017,0.953848,-0.77397543,0.001156098,0.6666667,-0.5544448,-0.61397564,-0.88265556,-0.93059367,1.65464712,LogParabola,0.106481366,0.19415893,3FGL J1901.1+0728,,,,0,0,0,0.003066551,0.996933449,0.555590649,0.444409351,0.262675151,0.737324849,0.301467569,0.698532431,1,0.479,0.998,1,MIXED
4FGL J1901.5-2208,14.038114,-12.011958,3444.023,-22.3433346,2.094641,0.25433943,0.19277452,1.5853791,-0.99999154,0.99793935,0.00186657,0.6666667,0.6336295,-0.68090814,-0.4674732,-0.9999109,1.73068412,PowerLaw,0.16051494,0.38326207,,,,,0,0,4,0.998043248,0.001956752,0.962899915,0.037100085,0.9935751,0.0064249,0.983006236,0.016993764,0,0,0,0,AGN
4FGL J1901.5-1112,24.054312,-7.308552,1208.208,-21.3029952,2.5068648,0.14659245,0.15649965,1.9174696,-0.4416745,-0.7696567,0.003265313,0.6666667,-0.69147605,-0.82725435,-0.50200385,-0.9993885,2.13994981,PowerLaw,0.09980857,0.34151667,,,,,0,0,0,0.998056784,0.001943216,0.971761705,0.028238295,0.991172412,0.008827588,0.982422317,0.017577683,0,0,0,0,AGN
4FGL J1901.8-0718,27.589422,-5.6226,1952.3602,-21.0311631,2.3392565,0.22291507,0.4790827,3.6541455,-0.98667854,0.99508333,0.005530144,0.6666667,-0.4654592,-0.62575877,-0.88326037,-0.99999475,1.83524933,LogParabola,0.19289343,0.70606136,,,,,0,0,16,0.635168997,0.364831003,0.793660142,0.206339858,0.78510452,0.21489548,0.663420617,0.336579383,0,0.098,0,0.003,AGN
4FGL J1902.2+0448,38.446926,-0.2154043,1715.8763,-19.3921505,2.4738743,0.16401567,0.37685704,6.325335,0.9993744,-0.5973714,0.00346035,0.6666667,-0.5504288,-0.7999431,-0.8888624,-0.9999994,1.79962677,LogParabola,0.09696218,0.36923963,,,,,0,0,19,5.37e-05,0.999946327,0.374091776,0.625908224,0.052093765,0.947906235,0.117339971,0.882660029,1,0.755,1,1,PSR
4FGL J1902.4-3417,2.5671675,-16.98757,1646.9847,-21.783224,2.3072608,0.31136304,0.683072,3.6737175,0.99689734,-0.2570927,0.017705174,0.6666667,-0.46894982,-0.7280306,-0.99997026,0.78118676,0.313177723,LogParabola,0.33342028,1.7441795,,,,,0,0,1,0.993310636,0.006689364,0.407813423,0.592186577,0.117259457,0.882740543,0.787436494,0.212563506,0,0.713,1,0,MIXED
4FGL J1902.5+0654,40.3479,0.6840546,2609.424,-19.8451293,2.3732028,0.13119012,0.22900046,4.099363,-0.3427612,-0.013269763,0.001669769,0.6666667,-0.4726593,-0.6337635,-0.76907974,-0.93783987,1.78017076,LogParabola,0.08813997,0.24482208,3FGL J1902.6+0655,,,,0,0,0,0.108878779,0.891121221,0.795811081,0.204188919,0.637886264,0.362113736,0.570644874,0.429355126,1,0.112,0.009,0.14,MIXED
4FGL J1902.7-3246,4.073442,-16.491135,934.2458,-22.3118349,2.5147667,0.34007743,0.30204368,1.3513347,0.99024725,-0.738031,0.018080264,0.6666667,-0.71695805,-0.95046055,-0.18948653,0.22111064,1.68519353,PowerLaw,0.27221066,1.0787739,,,,,0,0,0,0.995261767,0.004738233,0.970908497,0.029091503,0.983640002,0.016359998,0.915406295,0.084593705,0,0,0,0,AGN
4FGL J1903.5-0825,26.776232,-6.4963603,1066.5747,-21.5272227,2.612722,0.38327572,0.6755019,3.7604835,-0.68997365,-0.6607324,0.010719241,0.6666667,-0.6148959,-0.93237317,-0.9987495,0.4211073,1.56686015,LogParabola,0.3042577,0.97051364,,,,,0,0,9,0.838608851,0.161391149,0.717879974,0.282120026,0.770878693,0.229121307,0.831616289,0.168383711,0,0.149,0,0,AGN
4FGL J1904.0-5925,336.9073,-24.677341,989.65625,-22.3518791,2.504155,0.2528458,0.3353834,2.7140167,0.8112456,0.3798909,0.006491671,0.6666667,-0.6705202,-0.83483255,-0.9991721,-0.4996457,1.81933285,PowerLaw,0.17503916,0.6080881,,,,,0,0,0,0.999288828,0.000711,0.946110474,0.053889526,0.925118739,0.074881261,0.967221591,0.032778409,0,0.002,0,0,AGN
4FGL J1904.6-2713,9.553711,-14.727111,717.9894,-22.1080028,2.634103,0.19041423,0.07107139,0.7738963,-0.41001403,-0.7644942,0.002917519,0.6666667,-0.67399746,-0.6228294,-0.9762746,-0.99999964,2.62992891,PowerLaw,0.10028694,0.28115258,1FGL J1904.4-2725,,,,0,0,0,0.998962175,0.001037825,0.975841339,0.024158661,0.997199164,0.002800836,0.989282547,0.010717453,0,0,0,0,AGN
4FGL J1904.7-0708,28.069603,-6.200763,1099.2357,-20.147055,2.4646788,0.09837934,0.38167247,6.850799,-0.6397999,-0.15836225,0.002982057,0.6666667,-0.5938541,-0.7481074,-0.90225726,-0.99976677,2.83294044,LogParabola,0.082517765,0.26882273,3FGL J1904.7-0708,,,,0,0,0,0.056905727,0.943094273,0.464760287,0.535239713,0.559034736,0.440965264,0.297940836,0.702059164,1,0.65,0.309,1,MIXED
4FGL J1905.2-5120,345.53888,-22.93443,1745.4435,-22.0775217,2.4580233,0.21992679,0.21980403,2.1940303,0.6871926,-0.6066875,0.003973434,0.6666667,-0.72439075,-0.7121383,-0.7046066,-0.9998937,2.4327091,PowerLaw,0.12834789,0.45093557,,,,,0,0,16,0.999944752,5.52e-05,0.972937402,0.027062598,0.993574835,0.006425165,0.990380884,0.009619116,0,0,0,0,AGN
4FGL J1905.8+4942,80.15328,18.153082,965.24634,-21.9725254,2.4470248,0.23383972,0.6403907,3.222098,-0.91174495,0.59323823,0.002006074,0.6666667,-0.5867138,-0.9143914,-0.66373897,0.021659575,2.78023364,LogParabola,0.30180255,0.2664499,,,,,0,0,0,0.999416579,0.000583,0.964417205,0.035582795,0.988878253,0.011121747,0.96016242,0.03983758,0,0,0,0,AGN
4FGL J1906.0-1718,18.956762,-10.949259,1700.532,-21.35259,2.3422036,0.29453364,0.9263924,4.547318,0.97479147,-0.7091249,0.000941,0.6666667,0.12175803,-0.6599612,-0.9998444,-0.99595267,1.53961251,LogParabola,0.35717663,0.24937947,,,,,0,0,0,0.015263935,0.984736065,0.435353999,0.564646001,0.257117704,0.742882296,0.55019473,0.44980527,1,0.674,0.999,0.202,MIXED
4FGL J1906.1+1651,49.61527,4.4507213,3182.4404,-21.2136491,2.178096,0.2381466,0.875208,5.013524,0.2380794,-0.98754907,0.000549,0.6666667,0.9988183,-0.3998092,-0.9333736,-0.9998523,1.95977712,LogParabola,0.18606736,0.21602382,,,,,0,0,0,0.046895485,0.953104515,0.688436019,0.311563981,0.652195542,0.347804458,0.371110939,0.628889061,1,0.259,0,0.98,MIXED
4FGL J1906.4-2001,16.491268,-12.169567,1196.771,-21.9836215,2.5144577,0.37335008,0.68669057,2.8692229,-0.94781363,-0.2967672,0.009060027,0.6666667,-0.2774091,-0.78600395,-0.99806654,-0.91850257,1.49675964,PowerLaw,0.32357135,0.9579346,,,,,0,0,4,0.99870417,0.00129583,0.87927567,0.12072433,0.880905118,0.119094882,0.92618697,0.07381303,0,0.007,0,0,AGN
4FGL J1906.4-1757,18.40847,-11.298912,1452.0459,-21.4551372,2.3546784,0.17307211,0.18993483,1.9172215,-0.40119752,-0.32194152,0.00229857,0.6666667,-0.6324142,-0.5339924,-0.8690357,-0.9999998,2.05343253,PowerLaw,0.11029625,0.3051092,,,,,0,0,0,0.927590209,0.072409791,0.968910869,0.031089131,0.97992301,0.02007699,0.940664689,0.059335311,0,0,0,0,AGN
4FGL J1906.9+0712,41.122837,-0.1481562,3352.552,-18.6099946,2.357165,0.08559768,0.22819145,7.921702,0.9730873,-0.5365117,0.001187655,0.6666667,-0.46290413,-0.66083616,-0.82819396,-0.91848564,1.18556108,LogParabola,0.041691612,0.16236787,,3FHL J1907.0+0713,unk,ERC030 G041.11-00.18,0.25,0,4,0.000437,0.999563482,0.384222029,0.615777971,0.004002965,0.995997035,0.197930213,0.802069787,1,0.726,1,1,PSR
4FGL J1907.7-4037,356.69516,-20.181274,857.847,-22.3834584,2.5680623,0.21415016,0.10966153,0.707264,-0.6897293,-0.1731928,0.002287739,0.6666667,-0.76171,-0.7931886,-0.9912372,0.9348223,1.45769723,PowerLaw,0.22773348,0.1539919,,,,,0,0,0,0.99986812,0.000132,0.986888669,0.013111331,0.997422745,0.002577255,0.983481516,0.016518484,0,0,0,0,AGN
4FGL J1908.7+0812,42.199318,-0.077988505,1417.957,-19.5036854,2.5572958,0.14523043,0.36957258,6.4381156,-0.21081954,-0.7312154,0.004320326,0.6666667,-0.66600287,-0.8226542,-0.90812045,-0.9999993,1.75908793,LogParabola,0.08932724,0.33884478,,,,,0,0,20,0.00258383,0.99741617,0.385806904,0.614193096,0.128814895,0.871185105,0.153432266,0.846567734,1,0.747,1,1,PSR
4FGL J1908.8-0131,33.553467,-4.571059,1408.1158,-19.9376658,2.3281379,0.10095468,0.43952033,7.546541,-0.5871112,-0.0772704,0.002214218,0.6666667,-0.45883322,-0.57660335,-0.9686736,-0.99999577,1.60380436,LogParabola,0.08310585,0.2630037,3FGL J1908.8-0130,,,,0,0,0,0.000477,0.999522742,0.346444669,0.653555331,0.073744544,0.926255456,0.02832835,0.97167165,1,0.784,1,1,PSR
4FGL J1909.2+4646,77.51122,16.550905,1449.0203,-22.3214693,2.3301318,0.3165363,0.3542705,2.6764529,0.93434495,-0.26450777,0.005283098,0.6666667,-0.5212754,-0.5975487,-0.9999999,0.76205915,1.63195881,PowerLaw,0.21189894,0.6704544,,,,,0,0,0,0.998808579,0.001191421,0.86579607,0.13420393,0.855696466,0.144303534,0.958055589,0.041944411,0,0.021,0,0,AGN
4FGL J1910.1-4704,350.23694,-22.540438,804.723,-22.3319001,2.592562,0.3083477,0.7320829,2.2316313,-0.84708846,-0.42462823,0.003585636,0.6666667,-0.7139345,-0.9454204,-0.99999213,0.99998695,1.65892492,PowerLaw,0.39232388,0.3603163,,,agn,WISE J190952.99-471316.9,0.37,0,0,0.998662175,0.001337825,0.983014824,0.016985176,0.990655575,0.009344425,0.94892081,0.05107919,0,0,0,0,AGN
4FGL J1910.2+0904,43.140526,0.000335,5500.633,-19.7116868,2.243704,0.3585242,0.09955336,2.328901,0.9996115,0.999958,0.000203,0.6666667,-0.76624495,-0.14112392,-0.88302207,-0.45332468,0.869866769,PowerLaw,0.12429916,0.09840377,,,,G42.8+0.6 field,0,0,529,0.052683981,0.947316019,0.833158129,0.166841871,0.157909643,0.842090357,0.667850379,0.332149621,1,0.103,0.998,0.006,MIXED
4FGL J1910.7-5320,343.66235,-24.243185,1412.9618,-21.5914989,2.43537,0.19228761,0.4474807,3.6135356,-0.8004785,-0.12228988,0.014859677,0.6666667,-0.66276336,-0.7877134,-0.8644034,-0.09975706,1.96427206,LogParabola,0.20542952,1.1649288,3FGL J1911.1-5318,,,,0,0,0,0.961240399,0.038759601,0.958270144,0.041729856,0.979544433,0.020455567,0.915789383,0.084210617,0,0,0,0,AGN
4FGL J1911.4-4856,348.341,-23.260422,1426.1063,-21.878052,2.2296696,0.31792182,0.6596411,3.6169653,0.9758158,0.73735523,0.006351569,0.6666667,0.029710112,-0.6852919,-0.9999999,0.9736962,1.86597693,LogParabola,0.32770514,0.69774127,,,,,0,0,0,0.999583247,0.000417,0.814856415,0.185143585,0.900734109,0.099265891,0.917070194,0.082929806,0,0.068,0,0,AGN
4FGL J1912.2+3621,67.897606,11.837739,832.40594,-22.1755376,2.5817435,0.34842226,0.60003453,3.0008688,0.33873558,-0.2864825,0.029321583,0.6666667,-0.54918605,-0.9024173,-0.99995214,-0.9998083,1.93746227,LogParabola,0.362645,2.4357922,,,,,0,0,0,0.999497791,0.000502,0.800878508,0.199121492,0.808093157,0.191906843,0.929507752,0.070492248,0,0.041,0,0,AGN
4FGL J1912.5+1320,47.192554,1.4726971,885.7199,-20.6538542,2.6887443,0.21202211,0.42632186,4.8115153,0.76780003,-0.5942942,0.007822432,0.6666667,-0.7814928,-0.9114442,-0.99999005,0.8837283,1.03326498,LogParabola,0.14040276,0.48140162,,,,,0,0,0,0.339572128,0.660427872,0.368429822,0.631570178,0.103877059,0.896122941,0.601142321,0.398857679,1,0.78,1,0.041,MIXED
4FGL J1912.7+4610,77.17292,15.776268,1643.8981,-21.7016405,2.2309566,0.2280242,0.43962666,3.9675035,-0.7027858,0.005841714,0.005040827,0.6666667,-0.47415292,-0.567499,-0.8739151,-0.9999982,2.3648547,LogParabola,0.17699036,0.59871113,3FGL J1912.7+4610,,,,0,0,0,0.947140382,0.052859618,0.913329394,0.086670606,0.951160753,0.048839247,0.903627003,0.096372997,0,0.004,0,0,AGN
4FGL J1912.7+0957,44.207527,-0.14555876,1884.069,-19.4844431,2.3771672,0.17866376,0.47819197,7.0116625,0.035173874,0.9485873,0.004666209,0.6666667,-0.6570355,-0.76473576,-0.99990505,0.9930027,2.01051368,LogParabola,0.100762166,0.43531585,,,,,0,0,4,0.000399,0.999601163,0.368318917,0.631681083,0.072562636,0.927437364,0.214215943,0.785784057,1,0.759,1,1,PSR
4FGL J1913.4-1526,21.442232,-11.745806,1614.4248,-21.2002969,2.2896147,0.24280547,0.57004523,4.8648405,-0.16989921,-0.05603242,0.009166247,0.6666667,-0.25405782,-0.51760393,-0.9757061,-0.99927425,1.77217429,LogParabola,0.21049769,1.0967551,,,,,0,0,0,0.800892353,0.199107647,0.534258438,0.465741562,0.535322701,0.464677299,0.552275394,0.447724606,0,0.506,0.264,0.184,AGN
4FGL J1914.6-1157,24.7941,-10.515692,1068.1366,-21.8161698,2.58955,0.27568793,0.35080138,2.87608,-0.7111925,-0.6233103,0.00711328,0.6666667,-0.6098818,-0.84255415,-0.9992413,-0.7938413,0.597987294,PowerLaw,0.17726062,0.73961794,,,,,0,0,16,0.998050269,0.001949731,0.687147139,0.312852861,0.606168342,0.393831658,0.90461398,0.09538602,0,0.202,0.064,0,AGN
4FGL J1914.7+1012,44.66463,-0.45626494,2305.2993,-20.0926847,2.2887034,0.21687125,0.29921725,3.4119582,-0.7173632,0.9950621,0.004606536,0.6666667,-0.70420444,-0.719249,-0.6722058,-0.9261453,1.03448881,LogParabola,0.11178487,0.46401232,,,,,0,0,282,0.171276463,0.828723537,0.691246671,0.308753329,0.522125298,0.477874702,0.642407819,0.357592181,1,0.244,0.396,0.007,MIXED
4FGL J1915.3+1149,46.154778,0.15400662,1315.2054,-19.7386769,2.531668,0.16299817,0.40474978,6.5759583,0.7533702,-0.09374463,0.004304287,0.6666667,-0.68381846,-0.7954832,-0.9972303,-0.9992699,1.82289727,LogParabola,0.09549543,0.35958678,,,,,0,0,18,0.001935843,0.998064157,0.348287149,0.651712851,0.039350644,0.960649356,0.164338346,0.835661654,1,0.784,1,1,PSR
4FGL J1916.8-3025,7.5218997,-18.42003,1751.5443,-20.6991617,2.0886204,0.14462689,0.3123461,4.8896666,-0.5436114,-0.5935091,0.001532345,0.6666667,-0.13671489,-0.46843624,-0.7985833,-0.99984735,0.729633771,LogParabola,0.096091494,0.23378283,3FGL J1917.1-3024,,,,0,0,0,0.096561034,0.903438966,0.4884737,0.5115263,0.422414365,0.577585635,0.469177995,0.530822005,1,0.58,0.669,0.685,PSR
4FGL J1917.6-3204,5.9606166,-19.164797,932.9785,-21.9278782,2.4745243,0.24187142,0.30109492,2.417046,0.98693424,-0.60911024,0.00568064,0.6666667,-0.5368741,-0.7738059,-0.99999756,0.72113264,2.15470333,PowerLaw,0.16712333,0.54098547,,,,,0,0,0,0.997235663,0.002764337,0.94969735,0.05030265,0.931484202,0.068515798,0.945275665,0.054724335,0,0,0,0,AGN
4FGL J1919.1+2354,57.287704,4.973854,1602.3292,-21.1360861,2.3720505,0.29723537,0.9999765,4.1113963,0.7955355,-0.57700175,0.012554834,0.6666667,0.17646588,-0.9429502,-0.62486166,-0.9928416,2.31627677,LogParabola,,1.6933771,,,,,0,0,2048,0.994046421,0.005953579,0.656175062,0.343824938,0.790864708,0.209135292,0.836382893,0.163617107,0,0.277,0,0,AGN
4FGL J1919.4+1313,47.87485,-0.08241083,902.48083,-20.2922572,2.6315305,0.22390623,0.56668544,4.722675,0.99405795,-0.042243943,0.022276662,0.6666667,-0.7716943,-0.92539793,-0.98777336,-0.9929877,1.10282294,LogParabola,0.15277222,1.222152,,,psr,PSR J1919+1314,0.37,0,25,0.090783962,0.909216038,0.34579965,0.65420035,0.043489664,0.956510336,0.519933741,0.480066259,1,0.797,1,0.377,MIXED
4FGL J1920.0-2622,11.749503,-17.578611,1511.1182,-21.2689211,2.299987,0.12630357,0.2037641,3.0260162,0.9991072,0.33807108,0.004077379,0.6666667,-0.59309906,-0.66793245,-0.8898831,-0.25793278,2.55948523,LogParabola,0.09446197,0.37362525,,,,,0,0,4,0.970289026,0.029710974,0.921710836,0.078289164,0.901877955,0.098122045,0.915225082,0.084774918,0,0,0,0,AGN
4FGL J1920.7+1334,48.31967,-0.19169088,2007.8347,-20.2160298,2.565273,0.36934024,0.9597992,4.2569485,0.93879616,-0.91563976,0.002756036,0.6666667,-0.013980054,-0.87739635,-0.99705833,-0.9723135,1.95508958,LogParabola,0.3147476,0.44222012,,,,,0,0,26,0.012281803,0.987718197,0.538646619,0.461353381,0.275513391,0.724486609,0.43898316,0.56101684,1,0.501,0.997,0.854,MIXED
4FGL J1921.1+1930,53.614956,2.5086732,1595.1127,-21.1717909,2.52713,0.2930666,0.4843224,2.7549925,0.00730317,-0.789867,0.003408402,0.6666667,-0.60978174,-0.62829036,-0.9214043,-0.9913365,1.60930334,PowerLaw,0.26260266,0.43599096,3FGL J1921.6+1934,,,,0,0,4,0.444865271,0.555134729,0.894745044,0.105254956,0.820360548,0.179639452,0.797585634,0.202414366,1,0.013,0,0,MIXED
4FGL J1922.4+1453,49.68317,0.056882706,1677.4595,-20.1947196,2.569241,0.306233,0.3574887,3.9532018,-0.999153,0.983114,0.008142254,0.6666667,-0.7417983,-0.7691806,-0.92106074,-0.9994486,1.71665096,LogParabola,0.14717595,0.8730307,,,,,0,0,26,0.089110356,0.910889644,0.686693914,0.313306086,0.55534766,0.44465234,0.562951314,0.437048686,1,0.236,0.374,0.143,MIXED
4FGL J1922.5-5233,344.92734,-25.802912,1218.9204,-22.3311102,2.3822541,0.2547961,0.40043378,2.5992634,0.99606425,-0.2620502,0.006215391,0.6666667,-0.59661686,-0.7450319,-0.9999996,0.9460547,1.86787252,PowerLaw,0.23354852,0.57796,,,,,0,0,0,0.99484019,0.00515981,0.959984638,0.040015362,0.96881717,0.03118283,0.966650948,0.033349052,0,0,0,0,AGN
4FGL J1922.7+1428,49.350166,-0.20529965,1810.572,-19.3567044,2.4798536,0.25424013,0.38071048,5.4583673,0.5678446,-0.74517035,0.009013687,0.6666667,-0.5563096,-0.798814,-0.99997216,0.9982179,0.974202794,LogParabola,0.12686253,1.0395741,,,,,0,0,20,0.110447668,0.889552332,0.38929094,0.61070906,0.060305358,0.939694642,0.277254916,0.722745084,1,0.735,1,1,PSR
4FGL J1924.3+1601,50.902195,0.19600847,3119.6135,-20.6827491,2.43563,0.22886856,0.15180905,2.16341,-0.9999428,0.99999964,0.002050415,0.6666667,-0.68320054,-0.76594114,-0.5883605,-0.99982846,1.99204667,PowerLaw,0.096699096,0.38004792,,,agn,2MASS J19240333+1558578,0.23,0,28,0.940405827,0.059594173,0.957626962,0.042373038,0.947240041,0.052759959,0.891444444,0.108555556,0,0,0,0,AGN
4FGL J1924.8-1035,27.147684,-12.168449,2128.719,-20.6886574,2.2166092,0.18031076,0.48537663,5.188457,0.8683004,-0.21600534,0.003688198,0.6666667,-0.37275028,-0.52743477,-0.95009935,-0.9999987,1.0851453,LogParabola,0.15615964,0.55372113,3FGL J1924.8-1034,,,,0,0,0,0.2523745,0.7476255,0.409871194,0.590128806,0.084435161,0.915564839,0.300490134,0.699509866,1,0.697,1,1,PSR
4FGL J1925.3+1522,50.43136,-0.3215586,1500.2468,-20.1564094,2.5713222,0.2019316,0.31615615,4.1056733,0.12840793,-0.74621284,0.004732792,0.6666667,-0.68093413,-0.7753722,-0.9998984,0.07995996,1.80987568,LogParabola,0.12053683,0.43036515,,,,,0,0,24,0.015051136,0.984948864,0.699068651,0.300931349,0.569672623,0.430327377,0.594977619,0.405022381,1,0.201,0.062,0.052,MIXED
4FGL J1925.4+1616,51.240833,0.08552094,4074.187,-19.869579,2.2831724,0.09852308,0.022137256,0.68602717,0.12378692,0.99940395,0.000221,0.6666667,-0.64707655,-0.7381231,-0.5486471,-0.5553716,1.13173443,PowerLaw,0.035033867,0.09840167,,3FHL J1925.3+1617,,,0,0,0,0.935829401,0.064170599,0.949301727,0.050698273,0.844142641,0.155857359,0.869601367,0.130398633,0,0.004,0,0,AGN
4FGL J1926.4+1602,51.151844,-0.24995027,2428.7146,-19.8543965,2.4643078,0.1625035,0.15710574,3.0289295,0.96283555,-0.54757893,0.005938449,0.6666667,-0.67892456,-0.7218178,-0.76480734,-0.54536635,1.79453969,LogParabola,0.07087611,0.58119947,1FGL J1926.1+1601c,,,,0,0,20,0.881519568,0.118480432,0.866295116,0.133704884,0.628734551,0.371265449,0.650453409,0.349546591,0,0.042,0.004,0.007,AGN
4FGL J1929.0+1729,52.716537,-0.088364385,1633.6853,-19.6040137,2.5283759,0.13673212,0.39920714,6.8072996,0.9446146,-0.37451708,0.003442181,0.6666667,-0.6137461,-0.75742835,-0.9999918,-0.0394898,2.95542328,LogParabola,0.09852548,0.35074818,,,,,0,0,0,0.009257187,0.990742813,0.426271931,0.573728069,0.215290486,0.784709514,0.282336031,0.717663969,1,0.693,1,1,PSR
4FGL J1931.1+1656,52.47954,-0.79363585,1323.8184,-19.5293795,2.527173,0.101203084,0.35252947,7.0289817,0.9714396,-0.4691976,0.002645333,0.6666667,-0.6273259,-0.7889917,-0.9568503,-0.99995947,0.786498373,LogParabola,0.078324154,0.25720906,3FGL J1931.1+1659,,,,0,0,4,0.000113,0.999887192,0.328680548,0.671319452,0.005070017,0.994929983,0.081742605,0.918257395,1,0.805,1,1,PSR
4FGL J1933.4-2711,12.094533,-20.655813,682.82275,-22.1363345,2.586011,0.20716316,0.27508342,2.3538136,0.99998796,-0.6527429,0.006239473,0.6666667,-0.7972938,-0.59870994,-0.99975383,-0.49920478,0.96169453,PowerLaw,0.1713108,0.3913936,,,,,0,0,6,0.951101752,0.048898248,0.708726774,0.291273226,0.573957133,0.426042867,0.881139632,0.118860368,0,0.142,0.108,0,AGN
4FGL J1934.2-1446,24.243406,-16.02347,893.79504,-21.8943957,2.4683647,0.3632836,0.99885136,3.1184938,0.6882352,-0.48294774,0.022561684,0.6666667,-0.50809205,-0.99999607,0.99977285,-0.99999833,1.2091706,LogParabola,,0.612669,,,,,0,0,2050,0.999388566,0.000611,0.837720488,0.162279512,0.961333056,0.038666944,0.92818466,0.07181534,0,0.029,0,0,AGN
